,Player,Mat,Inns,Overs,Mdns,Runs,Wkts,BBI,Ave,Econ,SR,4,5,Region,Region1,Region2,Final Region,p1_z,p2_z,p3_z,rating
273,PADLR Sandakan ,14,14,55,1,400,13,4,30,7,25,1,0,,SL,,SL,0.027417251590002887,1.507421150278294,0.021376894386904134,1.1686715614921754
210,A Bohara ,17,16,54,0,350,16,4,21,6,20,1,0,,NEPAL,,NEPAL,0.04422484459768909,1.4842300556586276,0.0,1.1573973863416598
119,Iqbal Hussain ,15,15,52,0,426,26,4,16,8,12,1,0,,QAT,,QAT,0.07019080034459872,1.447124304267162,0.0,1.1555340285449702
246,Karim Sadiq ,36,28,70,0,482,14,3,34,6,30,0,0,,AFG,,AFG,0.054082389660709884,1.4610389610389611,0.0,1.1498616104399308
205,R McLaren ,12,12,43,0,332,17,5,19,7,15,0,1,,SA,,SA,0.039778255643769994,1.4784322820037108,0.0,1.1486024671465531
118,KJ Abbott ,21,21,72,0,579,26,3,22,7,16,0,0,,SA,,SA,0.06111362898121273,1.447124304267162,0.0,1.146456857181584
143,D Ravu ,17,16,42,0,221,24,5,9,5,10,1,1,,PNG,,PNG,0.09352496535967095,1.391465677179963,0.0,1.1371242232446432
123,MC Sorensen ,26,22,65,2,471,26,3,18,7,15,0,0,,IRE,,IRE,0.09611416322617207,1.356679035250464,0.04138419916708762,1.1343155392475641
154,BM Scholtz ,14,14,53,0,285,22,4,12,5,14,1,0,,NAM,,NAM,0.05584429034794111,1.428571428571429,0.0,1.1272728617765129
181,JM Anderson ,19,19,70,1,552,18,3,30,7,23,0,0,,ENG,,ENG,0.037962348355388614,1.4401669758812616,0.018213829024727037,1.1271944947786983
200,DL Chahar ,10,10,35,1,251,17,6,14,7,12,0,1,,INDIA,,INDIA,0.045758187749798736,1.4192949907235628,0.023297160726332432,1.1218780111556372
114,HS Baidwan ,17,17,53,1,411,27,4,15,7,11,1,0,,CAN,,CAN,0.07539744187250791,1.3775510204081634,0.019937740324482322,1.1185295773408714
213,E Chigumbura ,54,21,46,0,427,16,4,26,9,17,1,0,,ZIM,,ZIM,0.17100656062905562,1.2615955473098333,0.0,1.1172032211114304
165,T Panyangara ,14,14,50,1,398,20,4,19,7,15,1,0,,ZIM,,ZIM,0.04701066576081908,1.391465677179963,0.019550766670405652,1.1003853069809941
132,AD Russell ,47,40,99,0,908,25,2,36,9,23,0,0,,WI,,WI,0.09907212563729582,1.333487940630798,0.0,1.0991880811103942
163,FJ Klaassen ,21,20,69,0,581,20,3,29,8,20,0,0,,NL,,NL,0.0502580350764074,1.3914656771799634,0.0,1.09385729296138
1332,Tarun Sharma ,8,1,1,0,14,0,0,0,14,0,0,0,,Mex,,,1.0864745011086476,0.0,0.0,1.0864745011086476
212,PVD Chameera ,19,19,67,0,574,16,3,35,8,25,0,0,,SL,,SL,0.03573496567127141,1.3914656771799636,0.0,1.079334223556244
199,AC Agar ,21,21,67,1,464,17,3,27,6,23,0,0,,AUS,,AUS,0.04111332369837886,1.360157699443414,0.02172927922473832,1.0720962378933083
175,DJ Hussey ,39,25,60,1,392,19,3,20,6,19,0,0,,AUS,,AUS,0.11109071137034476,1.2557977736549173,0.02389154729757626,1.064884815260321
1339,E Ul Haq ,5,1,0,0,4,0,0,0,24,0,0,0,,NOR,,NOR,1.0643015521064305,0.0,0.0,1.0643015521064305
983,Asghar Afghan ,66,1,0,0,4,1,1,4,6,4,0,0,,AFG,,AFG,1.060276526332142,0.0046382189239332116,0.0,1.063755190525092
185,CRD Fernando ,18,18,63,3,464,18,3,25,7,21,0,0,,SL,,SL,0.044704619599757064,1.3149350649350653,0.061296026469784194,1.0615539315359481
215,TK Curran ,15,15,48,1,418,16,4,26,8,18,1,0,,ENG,,ENG,0.04015248383743023,1.3358070500927646,0.017691824367920092,1.0508536835909639
285,JH Kallis ,25,19,46,1,333,12,4,27,7,23,1,0,,SA,,SA,0.057558653177730415,1.2801484230055666,0.02219699594141539,1.028768468402613
238,Washington Sundar ,18,18,63,1,417,15,3,27,6,25,0,0,,INDIA,,INDIA,0.03494632514362204,1.3044990723562158,0.02328797172698177,1.0249646152742746
176,ST Jayasuriya ,31,24,61,0,456,19,3,24,7,19,0,0,,SL,,SL,0.08279548632197391,1.2557977736549173,0.0,1.024643816563162
169,C Viljoen ,12,12,37,0,236,20,5,11,6,11,1,1,,NAM,,NAM,0.062281977770559466,1.275510204081633,0.0,1.0189146308317842
140,N Nipiko ,14,13,39,0,311,24,5,12,7,9,2,1,,VAN,,VAN,0.07818200648711757,1.2523191094619668,0.0,1.0174213385835928
1183,BFW de Leede ,8,2,2,0,27,0,0,0,13,0,0,0,,NL,,NL,1.008869179600887,0.0,0.0,1.008869179600887
173,NW Bracken ,19,19,62,2,438,19,3,23,6,19,0,0,,AUS,,AUS,0.04476344453784655,1.2557977736549173,0.043175923802652255,1.0081997366803608
287,N Madziva ,15,15,46,0,417,12,4,34,8,23,1,0,,ZIM,,ZIM,0.028843941152378608,1.2801484230055666,0.0,0.9889552584065535
145,IG Butler ,19,18,59,1,481,23,3,20,8,15,0,0,,NZ,,NZ,0.07016255454969142,1.200139146567718,0.018296039535539564,0.9794149342432497
1172,Meet Bhavsar ,9,1,1,0,11,0,0,0,11,0,0,0,,KUW,,KUW,0.9756097560975612,0.0,0.0,0.9756097560975612
183,PW Borren ,43,30,87,0,603,18,2,33,6,29,0,0,,NL,,NL,0.06740473784692573,1.2105751391465678,0.0,0.9753360922068517
190,MA Leask ,31,22,59,0,499,18,3,27,8,19,0,0,,SCOT,,SCOT,0.08222664739675775,1.1897031539888685,0.0,0.974504012888409
142,RJ Peterson ,21,19,59,1,451,24,3,18,7,14,0,0,,SA,,SA,0.07689133058093765,1.1688311688311692,0.019818758786423543,0.9634240865975261
218,FH Edwards ,20,20,60,0,497,16,3,31,8,22,0,0,,WI,,WI,0.04397232458791891,1.2244897959183678,0.0,0.9623396715266948
147,RJ Sidebottom ,18,18,61,0,437,23,3,19,7,15,0,0,,ENG,,ENG,0.06147548599491726,1.200139146567718,0.0,0.9615798459207059
1190,F du Plessis ,44,2,1,0,3,0,0,0,2,0,0,0,,SA,World,SA,0.9534368070953437,0.0,0.0,0.9534368070953438
159,Abdul Razzaq ,32,22,56,2,395,20,3,19,6,16,0,0,,PAK,,PAK,0.0960877344122236,1.1131725417439706,0.04419258360069238,0.9530634325205478
1292,AK Perera ,6,1,1,0,17,0,0,0,17,0,0,0,,SL,,SL,0.9423503325942352,0.0,0.0,0.9423503325942351
157,JN Frylinck ,14,13,42,0,240,21,4,11,5,12,1,0,,NAM,,NAM,0.061338311440702495,1.1688311688311692,0.0,0.9379616880640793
237,Sultan Ahmed ,17,17,55,3,365,15,3,24,6,22,0,0,,UAE,,UAE,0.0378493651757595,1.14795918367347,0.07151256897323764,0.9345750374174808
167,AM Phangiso ,16,16,57,0,443,20,3,22,7,17,0,0,,SA,,SA,0.04583522173590955,1.1827458256029688,0.0,0.9328945909381361
1348,Waqas Khan ,8,1,1,0,12,0,0,0,12,0,0,0,,HKG,,HKG,0.9312638580931265,0.0,0.0,0.9312638580931265
284,Ibrahim Hassan ,11,11,35,1,291,12,5,24,8,17,0,1,,Mald,,,0.03154113764646625,1.182745825602969,0.019720073623725423,0.9284605436605557
224,Shafiul Islam ,17,17,56,1,459,16,3,28,8,21,0,0,,BDESH,,BDESH,0.04196518100510648,1.1688311688311694,0.01840714098377984,0.9277921281203736
186,Hamza Tahir ,11,11,43,1,352,18,4,19,8,14,1,0,,SCOT,,SCOT,0.04132805781170909,1.168831168831169,0.01944858727220773,0.9276757280711898
231,N Pradeep ,14,14,44,0,407,15,4,27,9,17,1,0,,SL,,SL,0.0400854906059194,1.1827458256029688,0.0,0.927144859808146
178,N Pokana ,19,18,56,2,328,19,3,17,5,17,0,0,,PNG,,PNG,0.052711637849032864,1.1236085343228202,0.055001697078383406,0.9229188871303395
241,CJ Chibhabha ,33,22,53,0,455,14,3,32,8,23,0,0,,ZIM,,ZIM,0.0711794031663536,1.1201298701298703,0.0,0.9112768057637564
214,PD Collingwood ,36,20,39,0,347,16,4,21,8,14,1,0,,ENG,World,ENG,0.1289891300765932,1.0389610389610393,0.0,0.9082099092973728
292,Mohammad Saifuddin ,13,13,43,0,386,12,4,32,8,21,1,0,,BDESH,,BDESH,0.0266922761873826,1.1688311688311694,0.0,0.9033156528107598
174,D Heyliger ,11,11,42,0,306,19,4,16,7,13,2,0,,CAN,,CAN,0.04386925021537421,1.145640074211503,0.0,0.9030993058740013
263,Mohammad Asif ,11,11,42,1,343,13,4,26,8,19,1,0,,PAK,,PAK,0.028680345598164455,1.1456400742115034,0.019580577485798067,0.8977006899996911
351,BA Stokes ,23,18,55,1,496,10,3,49,8,33,0,0,,ENG,,ENG,0.027646292321496048,1.14795918367347,0.016410279969260182,0.8968208200612287
193,SB Styris ,31,21,51,0,349,18,3,19,6,17,0,0,,NZ,,NZ,0.09298813007634543,1.064471243042672,0.0,0.8913415623583494
217,GD Drummond ,17,17,55,1,381,16,3,23,6,20,0,0,,SCOT,,SCOT,0.03978972847808583,1.1131725417439708,0.02265656888033939,0.8859974192262337
207,KW Richardson ,15,15,56,0,447,17,3,26,7,19,0,0,,AUS,,AUS,0.03513342335775146,1.1236085343228206,0.0,0.8778398240998668
288,WP Masakadza ,12,12,40,1,312,12,4,26,7,20,1,0,,ZIM,,ZIM,0.027604832638233292,1.1131725417439708,0.020810594570169892,0.8728895362312963
209,SPD Smith ,36,17,48,1,377,17,3,22,7,17,0,0,,AUS,,AUS,0.10694885071712228,1.0053339517625235,0.020022466817634834,0.8709605479478324
179,Shoaib Akhtar ,15,15,53,3,432,19,3,22,8,16,0,0,,PAK,,PAK,0.048890903184970184,1.057513914656772,0.05630360950491048,0.8701781439300045
242,Ehsan Khan ,15,15,54,0,325,14,3,23,5,23,0,0,,HKG,,HKG,0.029013343681937573,1.1201298701298703,0.0,0.8691107462793404
230,PKD Chase ,12,12,41,0,416,15,4,27,9,16,1,0,,IRE,,IRE,0.03391849205116257,1.1131725417439704,0.0,0.8687978983591405
234,MJG Rippon ,18,17,50,2,310,15,3,20,6,20,0,0,,NL,,NL,0.04969847613936477,1.0435992578849727,0.05241239275158238,0.8586041159288855
192,K Santokie ,12,12,40,0,278,18,4,15,6,13,1,0,,WI,,WI,0.044430635389156446,1.0853432282003712,0.0,0.8584380565394347
1316,JNK Shannon ,8,1,1,0,11,0,0,0,11,0,0,0,,IRE,,IRE,0.853658536585366,0.0,0.0,0.853658536585366
196,HA Varaiya ,25,24,77,2,461,18,2,25,5,25,0,0,,KENYA,,KENYA,0.04508028867202393,1.0435992578849724,0.05034799046607231,0.8529537273187895
1226,G Kansonkho ,6,1,1,0,15,0,0,0,15,0,0,0,,MWI,,MWI,0.8314855875831486,0.0,0.0,0.8314855875831486
314,Mohammed Nadeem ,15,15,52,0,364,11,3,33,7,28,0,0,,QAT,,QAT,0.02621295360713778,1.0714285714285718,0.0,0.8297843821785666
248,E Otieno ,18,18,50,1,370,14,3,26,7,21,0,0,,KENYA,,KENYA,0.04266201407726962,1.0227272727272732,0.021325002844937168,0.820369970045193
221,Mohammad Irfan ,22,22,75,0,562,16,2,35,7,28,0,0,,PAK,,PAK,0.03647944412275623,1.0389610389610393,0.0,0.8157002233435358
277,Usman Shinwari ,16,16,51,0,424,13,3,32,8,23,0,0,,PAK,,PAK,0.03336534523422825,1.0401205936920226,0.0,0.8134557905032451
228,RG Aga ,20,19,48,1,306,15,3,20,6,19,0,0,,KENYA,,KENYA,0.05554535568517238,0.991419294990724,0.025535682712950647,0.8118776682846907
161,DAJ Bracewell ,18,16,47,0,437,20,3,21,9,14,0,0,,NZ,,NZ,0.070483346077567,0.9740259740259744,0.0,0.8010028265970477
168,A Vala ,26,16,44,1,249,20,3,12,5,13,0,0,,PNG,,PNG,0.10739286605373292,0.904452690166976,0.029550630416613734,0.8005076988872717
187,BE Hendricks ,11,11,38,0,317,18,4,17,8,12,1,0,,SA,,SA,0.04685478919914034,1.0018552875695734,0.0,0.7982462548763203
1248,S Matsikenyeri ,10,3,2,0,23,0,0,0,8,0,0,0,,ZIM,,ZIM,0.7982261640798228,0.0,0.0,0.7982261640798227
1295,S Periyalwar ,4,1,0,0,4,0,0,0,24,0,0,0,,ROM,,ROM,0.7982261640798228,0.0,0.0,0.7982261640798227
180,Tanwir Afzal ,21,21,71,2,509,19,2,26,7,22,0,0,,HKG,,HKG,0.0501906047967878,0.9693877551020411,0.0410037747117625,0.7977333084792
189,Izatullah Dawlatzai ,14,14,50,0,345,18,3,19,6,16,0,0,,AFG,GER,AFG,0.04029485636641635,1.0018552875695734,0.0,0.7916863220435963
334,MR Gillespie ,11,10,35,3,255,10,4,25,7,21,1,0,,NZ,,NZ,0.026296835058680634,0.9740259740259744,0.06866685588857493,0.791149743522449
264,Mohammad Shahzad ,20,19,48,0,411,13,3,31,8,22,0,0,,UAE,,UAE,0.04397232458791891,0.9948979591836737,0.0,0.7901457939756742
245,AW Hawkins-Kay ,16,15,36,0,266,14,4,19,7,15,1,0,,JER,,JER,0.05424307587786817,0.9740259740259742,0.0,0.7847625563973488
219,Gulbadin Naib ,45,28,68,0,560,16,2,35,8,25,0,0,,AFG,,AFG,0.08735213830755234,0.9276437847866423,0.0,0.7830849768975341
1182,DAP Darrell ,11,1,2,0,14,0,0,0,7,0,0,0,,BMUDA,,BMUDA,0.7760532150776054,0.0,0.0,0.7760532150776054
191,Nouman Sarwar ,14,13,34,1,267,18,4,14,7,11,1,0,,QAT,,QAT,0.06609516008304261,0.9183673469387755,0.021116634045625648,0.7654289873099371
158,Mohammad Sami ,13,13,46,0,387,21,3,18,8,13,0,0,,PAK,,PAK,0.05272548382692867,0.9496753246753249,0.0,0.7649819773334223
280,TS Chisoro ,12,12,46,1,316,12,3,26,6,23,0,0,,ZIM,,ZIM,0.023661285118485673,0.9601113172541748,0.02358389108411296,0.7555367186011732
256,SR Clark ,9,9,36,0,237,13,4,18,6,16,1,0,,AUS,,AUS,0.026362741913464334,0.9647495361781078,0.0,0.7499248940470451
184,Fareed Ahmad ,14,14,47,0,405,18,3,22,8,15,0,0,,AFG,,AFG,0.04539869581461516,0.9392393320964751,0.0,0.7498281948869714
265,M Muralitharan ,12,12,47,0,297,13,3,22,6,21,0,0,,SL,,SL,0.02881071080542886,0.9496753246753251,0.0,0.7410672043119227
337,Junaid Siddiqui ,13,13,45,1,266,10,3,26,5,27,0,0,,CAN,,CAN,0.021510259198623344,0.9392393320964754,0.028066732603754824,0.7399731245728574
247,Mirwais Ashraf ,25,22,65,1,444,14,2,31,6,28,0,0,,AFG,,AFG,0.04165799171487054,0.9090909090909093,0.022258278718045164,0.7346053128920751
208,Saad Bin Zafar ,11,11,43,2,285,17,3,16,6,15,0,0,,CAN,,CAN,0.03760221447032075,0.8870593692022265,0.04961616589945355,0.7277048243217175
272,SK Raina ,78,27,58,0,442,13,2,34,7,26,0,0,,INDIA,,INDIA,0.138811466795822,0.7838589981447128,0.0,0.7267057154043566
275,Tamoor Sajjad ,12,12,43,1,309,13,3,23,7,20,0,0,,QAT,,QAT,0.03191467805013134,0.9044526901669763,0.022621104275926777,0.721564747813327
235,Simi Singh ,18,18,43,0,344,15,3,22,7,17,0,0,,IRE,,IRE,0.05194658463403082,0.8870593692022266,0.0,0.7172411115357007
236,RP Singh ,10,9,33,0,225,15,4,15,6,13,1,0,,INDIA,,INDIA,0.036352338045673456,0.904452690166976,0.0,0.7146918556709054
266,TJ Murtagh ,14,14,44,0,324,13,3,24,7,20,0,0,,IRE,,IRE,0.03587804407285536,0.9044526901669763,0.0,0.7142175616980875
197,LJ Wright ,51,23,55,0,465,18,2,25,8,18,0,0,,ENG,,ENG,0.15026762890674647,0.7513914656771801,0.0,0.7138112281646315
271,RW Price ,16,16,61,4,378,13,2,29,6,28,0,0,,ZIM,,ZIM,0.028270144730479157,0.8441558441558444,0.10146133325772795,0.7121176944762264
202,CH Gayle ,58,23,53,0,377,17,2,22,7,18,0,0,,WI,,WI,0.17417384259645624,0.7096474953617811,0.0,0.706409464117792
333,Fayyaz Butt ,14,14,43,0,313,10,3,31,7,26,0,0,,OMAN,,OMAN,0.026325536430925132,0.9044526901669763,0.0,0.7046650540561574
243,GD Elliott ,17,15,32,0,235,14,4,16,7,13,1,0,,NZ,World,NZ,0.07019080034459874,0.8441558441558441,0.0,0.7033076834614818
1184,N Deonarine ,8,4,9,0,87,0,0,0,9,0,0,0,,WI,,WI,0.698447893569845,0.0,0.0,0.698447893569845
1303,R Rohan ,10,1,1,0,7,0,0,0,7,0,0,0,,SGP,,SGP,0.698447893569845,0.0,0.0,0.698447893569845
1318,P Silas ,4,1,1,0,21,0,0,0,21,0,0,0,,Botsw,,,0.6984478935698448,0.0,0.0,0.6984478935698448
299,J Theron ,9,9,32,0,261,12,4,21,8,16,1,0,,SA,,SA,0.029483229731792734,0.8905380333951765,0.0,0.6973867547781751
289,AD Mascarenhas ,14,14,42,0,309,12,3,25,7,21,0,0,,ENG,,ENG,0.034185885576284825,0.8766233766233772,0.0,0.6916534180438176
204,CK Langeveldt ,9,9,33,0,241,17,4,14,7,11,1,0,,SA,,SA,0.04067394466648777,0.8673469387755104,0.0,0.6911841487481206
171,CJA Amini ,23,21,63,0,367,19,2,19,5,19,0,0,,PNG,,PNG,0.05682607949109999,0.8371985157699445,0.0,0.6847249663185584
258,Fitri Sham ,15,14,42,0,312,13,3,24,7,19,0,0,,MAL,,MAL,0.03863789361692115,0.8592300556586275,0.0,0.6830604353608918
229,MM Ali ,25,22,60,0,519,15,2,34,8,24,0,0,,ENG,,ENG,0.04944675626122046,0.834879406307978,0.0,0.6756063109922039
232,Janak Prakash ,12,12,41,1,309,15,3,20,7,16,0,0,,SGP,,SGP,0.037517477085598896,0.834879406307978,0.021568959890999953,0.6744615117620824
233,SM Pollock ,12,11,40,1,309,15,3,20,7,16,0,0,,SA,,SA,0.037517477085598896,0.834879406307978,0.021042887698536534,0.6741984756658506
206,EJB Miles ,14,14,40,0,266,17,3,15,6,14,0,0,,JER,,JER,0.05250893273263943,0.8279220779220782,0.0,0.6734504911741981
297,BDH Stevens ,17,14,40,0,249,12,3,20,6,20,0,0,,JER,,JER,0.04677503636646096,0.8348794063079781,0.0,0.6729345910974445
240,CJ Anderson ,31,21,60,0,495,14,2,35,8,25,0,0,,NZ,,NZ,0.05955827611878568,0.811688311688312,0.0,0.6683245098850197
1294,T Perera ,6,2,3,0,37,0,0,0,12,0,0,0,,Botsw,,,0.6651884700665188,0.0,0.0,0.6651884700665188
318,NM Odhiambo ,16,14,41,0,319,11,3,29,7,22,0,0,,KENYA,,KENYA,0.03298183551889235,0.841836734693878,0.0,0.6643593865393007
259,JO Holder ,17,17,62,0,524,13,2,40,8,28,0,0,,WI,,WI,0.026664030392475387,0.8441558441558444,0.0,0.6597809135093586
354,B Ward ,13,13,39,2,249,10,3,24,6,23,0,0,,JER,,JER,0.028387023881819625,0.8000927643784789,0.05238520846581525,0.6546492013985863
201,AB Dinda ,9,9,30,1,245,17,4,14,8,10,1,0,,INDIA,,INDIA,0.04648450819027172,0.788497217068646,0.020515256781272126,0.6481150493823922
170,Zahoor Khan ,18,18,59,0,442,20,2,22,7,17,0,0,,UAE,,UAE,0.05194658463403082,0.788497217068646,0.0,0.6433194974355152
300,SO Tikolo ,15,10,28,0,168,12,4,14,5,14,1,0,,KENYA,,KENYA,0.050842430833109686,0.7792207792207796,0.0,0.6352580152486944
220,A Mishra ,10,10,38,1,240,16,3,15,6,14,0,0,,INDIA,,INDIA,0.036352338045673456,0.7792207792207796,0.026589029624859973,0.634062437273688
227,Yasir Arafat ,13,13,39,0,316,16,3,19,8,14,0,0,,PAK,,PAK,0.0495936693740509,0.7792207792207796,0.0,0.6340092537896356
531,LMP Simmons ,49,3,6,0,55,6,4,9,9,6,1,0,,WI,,WI,0.5050348129422232,0.16697588126159557,0.0,0.6302667238884199
267,JDS Neesham ,18,16,37,0,323,13,3,24,8,17,0,0,,NZ,,NZ,0.053619933998992626,0.7687847866419297,0.0,0.63020852398044
377,AR Patel ,11,11,39,0,265,9,3,29,6,26,0,0,,INDIA,,INDIA,0.01884676315365277,0.8140074211502786,0.0,0.6293523290163617
302,S Vijayakumar ,9,9,28,1,204,12,4,17,7,14,1,0,,SGP,,SGP,0.03279835243939824,0.7792207792207796,0.023434181551884946,0.6289310276309255
420,Nazmul Islam ,13,12,38,2,265,8,3,33,6,28,0,0,,BDESH,,BDESH,0.019258496527693066,0.7792207792207796,0.047602805024463506,0.6274754834555095
345,LN Rajbanshi ,12,12,38,0,231,10,3,23,6,23,0,0,,NEPAL,,NEPAL,0.027355438328684006,0.8000927643784789,0.0,0.6274250116125433
276,RN ten Doeschate ,22,10,35,0,245,13,3,18,7,16,0,0,,NL,,NL,0.08073589710998454,0.723562152133581,0.0,0.6234075112101702
360,Elias Sunny ,7,7,23,1,146,9,5,16,6,15,0,1,,BDESH,,BDESH,0.022561328682192447,0.7826994434137292,0.027608249737888748,0.6233900361114336
296,T Shamsi ,16,16,57,1,429,12,2,35,7,28,0,0,,SA,,SA,0.026056745801968734,0.7792207792207796,0.02035650892176652,0.6206505846784367
251,Shaheen Shah Afridi ,10,10,38,0,288,14,3,20,7,16,0,0,,PAK,,PAK,0.030696117615490008,0.7792207792207795,0.0,0.6151117020310746
378,D Paterson ,8,8,29,0,265,9,4,29,8,19,1,0,,SA,,SA,0.01759031227674259,0.7931354359925792,0.0,0.6124418892711769
250,Sami Sohail ,7,7,26,3,164,14,4,11,6,11,1,0,,MWI,,MWI,0.03397198787485062,0.7142857142857144,0.08268492206547143,0.6110287346218721
294,J Mulder ,8,8,29,0,192,12,4,16,6,14,1,0,,IRE,,IRE,0.026321550129224523,0.7792207792207796,0.0,0.6107371345448093
1314,YSD Seneveratne ,6,2,2,0,22,0,0,0,11,0,0,0,,Caym,,,0.6097560975609757,0.0,0.0,0.6097560975609757
172,Amjad Mahboob ,11,11,37,1,317,19,3,16,8,11,0,0,,SGP,,SGP,0.050136285960427664,0.7270408163265307,0.018900719097199977,0.6048672577539258
253,MR Swart ,26,20,53,1,351,14,2,25,6,22,0,0,,NL,,NL,0.05635036084002992,0.7142857142857144,0.024051570617272925,0.6040904318629523
290,BMAJ Mendis ,22,14,35,0,249,12,3,20,7,17,0,0,,SL,,SL,0.07162427443614336,0.7096474953617815,0.0,0.6038598959574796
298,Taskin Ahmed ,19,17,55,1,438,12,2,36,7,27,0,0,,BDESH,,BDESH,0.030152386063524817,0.7513914656771803,0.01915061136407963,0.6032712910034499
391,M Ansari ,11,10,37,0,334,8,3,41,8,28,0,0,,OMAN,,OMAN,0.01612077075196167,0.7792207792207796,0.0,0.6005363551675464
406,JR Hazlewood ,7,7,28,0,269,8,4,33,9,21,1,0,,AUS,,AUS,0.0144438723957698,0.7792207792207796,0.0,0.5988594568113546
373,GRD Munasinghe ,8,7,27,1,191,9,4,21,7,18,1,0,,ITA,,ITA,0.022573097763403813,0.7513914656771802,0.02427841704016005,0.598255905541369
332,XJ Doherty ,11,11,38,0,300,10,3,30,7,22,0,0,,AUS,,AUS,0.021090193530771455,0.7653061224489799,0.0,0.5950697853675064
346,CAK Rajitha ,10,10,37,0,358,10,3,35,9,22,0,0,,SL,,SL,0.020100918190090168,0.7653061224489799,0.0,0.5940805100268252
225,JJ Smit ,12,10,37,0,234,16,3,14,6,13,0,0,,NAM,,NAM,0.04793714907121771,0.723562152133581,0.0,0.5906087631714034
410,P Khadka ,30,23,51,2,323,8,2,40,6,38,0,0,,NEPAL,,NEPAL,0.036246416314771226,0.7050092764378479,0.050989215250464896,0.5904979812683896
309,DT Christian ,16,16,35,0,317,11,3,28,8,19,0,0,,AUS,,AUS,0.03934235719228732,0.727040816326531,0.0,0.5846229694371855
216,GJ Delany ,17,17,53,1,391,16,2,24,7,19,0,0,,IRE,,IRE,0.04415759270505276,0.705009276437848,0.021168733020790243,0.5834989165438338
274,S Snater ,13,12,34,0,337,13,3,25,9,16,0,0,,NL,,NL,0.04057225980482155,0.723562152133581,0.0,0.5832438739050072
359,TM Dilshan ,80,25,43,0,313,9,2,34,7,28,0,0,,SL,,SL,0.14241695943986937,0.5844155844155846,0.0,0.5807286477515579
155,AC Botha ,14,10,34,0,184,21,3,8,5,9,0,0,,IRE,,IRE,0.08606140635812844,0.6574675324675326,0.0,0.5791620557087779
255,KK Ahmed ,14,14,52,1,459,13,2,35,8,24,0,0,,INDIA,,INDIA,0.025808586318140456,0.723562152133581,0.017092345199224132,0.5770263730179384
239,Ahmed Wardak ,9,8,27,0,170,14,4,12,6,11,1,0,,GER,,GER,0.041238860564633446,0.7142857142857144,0.0,0.5769531462789192
1267,Muhammad Naeem ,5,1,1,0,13,0,0,0,13,0,0,0,,Saudi,,,0.5764966740576498,0.0,0.0,0.5764966740576498
270,Pavandeep Singh ,10,10,35,0,249,13,3,19,7,16,0,0,,MAL,,MAL,0.03254584552672091,0.723562152133581,0.0,0.5752174596269066
343,H Osinde ,11,11,35,0,250,10,3,25,7,21,0,0,,CAN,,CAN,0.026296835058680634,0.7305194805194808,0.0,0.5741864454482912
319,TM Odoyo ,11,10,36,0,170,11,3,15,4,19,0,0,,KENYA,,KENYA,0.026927657811609967,0.727040816326531,0.0,0.5722082700565082
308,RP Burl ,16,15,33,1,279,11,3,25,8,18,0,0,,ZIM,,ZIM,0.04508028867202394,0.6887755102040818,0.01950347379364143,0.571413658221906
429,SN Thakur ,7,7,27,0,242,8,4,30,8,20,1,0,,INDIA,,INDIA,0.014461846992528997,0.7421150278293138,0.0,0.5710481178645144
344,S Prasanna ,20,18,50,1,359,10,2,35,7,30,0,0,,SL,,SL,0.033005211349160395,0.6957328385899815,0.022097745181994612,0.5658537128826439
269,YK Pathan ,22,17,50,0,438,13,2,33,8,23,0,0,,INDIA,,INDIA,0.044936491897950494,0.693413729128015,0.0,0.5649967887439618
260,JK Kamande ,12,10,34,1,212,13,3,16,6,15,0,0,,KENYA,,KENYA,0.04136243591735282,0.678339517625232,0.027282054152798732,0.5637581012126762
291,Mohammad Nawaz ,16,16,50,1,340,12,2,28,6,25,0,0,,3) (PAK,,3) (PAK,0.029506767894215486,0.6957328385899818,0.02355025283694397,0.5630815232551738
307,MA Baig ,7,7,26,0,160,11,4,14,6,14,1,0,,MWI,,MWI,0.02614753585702784,0.7142857142857145,0.0,0.5618618215713138
252,CA Soper ,13,12,33,0,153,14,3,10,4,14,0,0,,PNG,,PNG,0.05016453175533493,0.6818181818181819,0.0,0.5615281681189714
223,JS Patel ,11,10,33,1,269,16,3,16,8,12,0,0,,NZ,,NZ,0.050136285960427664,0.6679035250463825,0.020324062710228907,0.5612259611003292
382,Rizwan Cheema ,24,15,50,1,382,9,2,42,7,33,0,0,,CAN,,CAN,0.03139990867192987,0.6887755102040818,0.020532767245688237,0.5582479249478354
286,LC Le Tissier ,9,9,35,0,207,12,3,17,5,17,0,0,,GUE,,GUE,0.02342739459957017,0.7096474953617815,0.0,0.5556630161209064
283,MG Erasmus ,16,10,32,0,171,12,3,14,5,16,0,0,,NAM,,NAM,0.05447403303547467,0.6679035250463825,0.0,0.5554016768202616
1146,S Adedeji ,6,1,2,0,21,0,0,0,10,0,0,0,,NGA,,NGA,0.5543237250554324,0.0,0.0,0.5543237250554324
1263,Mominul Haque ,6,2,3,0,32,0,0,0,10,0,0,0,,BDESH,,BDESH,0.5543237250554324,0.0,0.0,0.5543237250554324
